Country,Region,Date,Measure,Value
United_States,Alabama,2022-06-02,inf,0.0
United_States,Alaska,2022-06-02,inf,0.0
United_States,Arizona,2022-06-02,inf,0.0
United_States,Arkansas,2022-06-02,inf,0.0
United_States,California,2022-06-02,inf,0.0
United_States,Colorado,2022-06-02,inf,0.0
United_States,Connecticut,2022-06-02,inf,0.0
United_States,Delaware,2022-06-02,inf,0.0
United_States,District of Columbia,2022-06-02,inf,0.0
United_States,Florida,2022-06-02,inf,0.0
United_States,Georgia,2022-06-02,inf,0.0
United_States,Guam,2022-06-02,inf,0.0
United_States,Hawaii,2022-06-02,inf,0.0
United_States,Idaho,2022-06-02,inf,0.0
United_States,Illinois,2022-06-02,inf,0.0
United_States,Indiana,2022-06-02,inf,0.0
United_States,Iowa,2022-06-02,inf,0.0
United_States,Kansas,2022-06-02,inf,0.0
United_States,Kentucky,2022-06-02,inf,0.0
United_States,Louisiana,2022-06-02,inf,0.0
United_States,Maine,2022-06-02,inf,0.0
United_States,Maryland,2022-06-02,inf,0.0
United_States,Massachusetts,2022-06-02,inf,0.0
United_States,Michigan,2022-06-02,inf,0.0
United_States,Minnesota,2022-06-02,inf,0.0
United_States,Mississippi,2022-06-02,inf,0.0
United_States,Missouri,2022-06-02,inf,0.0
United_States,Montana,2022-06-02,inf,0.0
United_States,Nebraska,2022-06-02,inf,0.0
United_States,Nevada,2022-06-02,inf,0.0
United_States,New Hampshire,2022-06-02,inf,0.0
United_States,New Jersey,2022-06-02,inf,0.0
United_States,New Mexico,2022-06-02,inf,0.0
United_States,New York,2022-06-02,inf,0.0
United_States,New York City,2022-06-02,inf,0.0
United_States,North Carolina,2022-06-02,inf,0.0
United_States,North Dakota,2022-06-02,inf,0.0
United_States,Ohio,2022-06-02,inf,0.0
United_States,Oklahoma,2022-06-02,inf,0.0
United_States,Oregon,2022-06-02,inf,0.0
United_States,Pennsylvania,2022-06-02,inf,0.0
United_States,Rhode Island,2022-06-02,inf,0.0
United_States,South Carolina,2022-06-02,inf,0.0
United_States,South Dakota,2022-06-02,inf,0.0
United_States,Tennessee,2022-06-02,inf,0.0
United_States,Texas,2022-06-02,inf,0.0
United_States,Utah,2022-06-02,inf,0.0
United_States,Vermont,2022-06-02,inf,0.0
United_States,Virginia,2022-06-02,inf,0.0
United_States,Washington,2022-06-02,inf,0.0
United_States,West Virginia,2022-06-02,inf,0.0
United_States,Wisconsin,2022-06-02,inf,0.0
United_States,Wyoming,2022-06-02,inf,0.0
United_States,Alabama,2022-06-03,inf,0.0
United_States,Alaska,2022-06-03,inf,0.0
United_States,Arizona,2022-06-03,inf,0.0
