# All data presented on https://biobot.io/data is for personal and academic use only. Media may share and reference our data with attribution. This data included may not be used for commercial purposes. We ask that all commercial interest reach out to us directly at https://biobot.io/data-access.
census_region,county_fips,date,display_name,eff_conc_sarscov2_weekly,eff_conc_sarscov2_weekly_rolling,state_abbr
Northeast,25015,2020-05-09,"Hampshire County, MA",70.13341401,68.36978916833333,MA
South,21097,2020-05-09,"Harrison County, KY",0.0,0.0,KY
West,15003,2020-05-09,"Honolulu County, HI",0.0,0.0,HI
Northeast,42063,2020-05-09,"Indiana County, PA",0.0,0.0,PA
South,21111,2020-05-09,"Jefferson County, KY",129.3639753788661,124.08479474880346,KY
Northeast,23013,2020-05-09,"Knox County, ME",0.0,0.0,ME
West,6033,2020-05-09,"Lake County, CA",0.0,28.98555453,CA
West,16057,2020-05-09,"Latah County, ID",0.0,0.0,ID
South,12086,2020-05-09,"Miami-Dade County, FL",356.16798535333334,254.0759434327778,FL
West,30063,2020-05-09,"Missoula County, MT",0.0,0.0,MT
West,6053,2020-05-09,"Monterey County, CA",0.0,0.0,CA
Northeast,42091,2020-05-09,"Montgomery County, PA",999.57285117,719.1233807033332,PA
West,41051,2020-05-09,"Multnomah County, OR",175.70746353,117.13830902,OR
Northeast,25019,2020-05-09,"Nantucket County, MA",0.0,0.0,MA
Northeast,10003,2020-05-09,"New Castle County, DE",237.56349775825865,229.65362050805888,DE
South,40109,2020-05-09,"Oklahoma County, OK",0.0,0.0,OK
South,12099,2020-05-09,"Palm Beach County, FL",1238.02447052,1387.573247856,FL
West,30067,2020-05-09,"Park County, MT",0.0,0.0,MT
Northeast,23019,2020-05-09,"Penobscot County, ME",0.0,0.0,ME
Midwest,17143,2020-05-09,"Peoria County, IL",134.84196357,126.27096131333332,IL
West,6061,2020-05-09,"Placer County, CA",0.0,0.0,CA
Northeast,25023,2020-05-09,"Plymouth County, MA",999.99988093,824.847124365,MA
Northeast,23023,2020-05-09,"Sagadahoc County, ME",0.0,0.0,ME
West,6079,2020-05-09,"San Luis Obispo County, CA",0.0,0.1300104437403423,CA
West,6087,2020-05-09,"Santa Cruz County, CA",0.0,0.772786202,CA
West,53057,2020-05-09,"Skagit County, WA",1019.54919189,1019.54919189,WA
South,51179,2020-05-09,"Stafford County, VA",807.5774251099999,786.1790641451568,VA
Northeast,25025,2020-05-09,"Suffolk County, MA",52.70945378,84.51303614448612,MA
West,56039,2020-05-09,"Teton County, WY",0.0,7.389707088333335,WY
Northeast,44009,2020-05-09,"Washington County, RI",0.0,0.0,RI
Northeast,42129,2020-05-09,"Westmoreland County, PA",0.0,0.0,PA
West,41071,2020-05-09,"Yamhill County, OR",0.0,0.0,OR
West,4025,2020-05-09,"Yavapai County, AZ",0.0,0.0,AZ
West,16001,2020-05-16,"Ada County, ID",0.0,5.678670451146545,ID
West,8005,2020-05-16,"Arapahoe County, CO",27.53121011,70.582267545,CO
South,12009,2020-05-16,"Brevard County, FL",0.0,0.0,FL
Northeast,42043,2020-05-16,"Dauphin County, PA",206.76141026,234.247071095,PA
West,41017,2020-05-16,"Deschutes County, OR",0.0,1.1203038033333337,OR
West,32007,2020-05-16,"Elko County, NV",0.0,0.0,NV
Northeast,34013,2020-05-16,"Essex County, NJ",44.44357075,62.32188258166667,NJ
Northeast,9001,2020-05-16,"Fairfield County, CT",0.0,1.7596777849999998,CT
Northeast,42055,2020-05-16,"Franklin County, PA",890.86196746,771.7639071179999,PA
Northeast,25015,2020-05-16,"Hampshire County, MA",85.86324284999999,73.64760582666666,MA
South,21097,2020-05-16,"Harrison County, KY",0.0,54.00876297833333,KY
Midwest,27053,2020-05-16,"Hennepin County, MN",255.369433655,387.1385936883333,MN
West,15003,2020-05-16,"Honolulu County, HI",0.0,0.0,HI
Northeast,42063,2020-05-16,"Indiana County, PA",0.0,0.4565036766666666,PA
South,21111,2020-05-16,"Jefferson County, KY",0.0,52.12275722557953,KY
Northeast,23013,2020-05-16,"Knox County, ME",0.0,0.7660226116666666,ME
West,6033,2020-05-16,"Lake County, CA",144.92777265,96.6185151,CA
Midwest,18089,2020-05-16,"Lake County, IN",107.66023523619891,114.283750448849,IN
West,16057,2020-05-16,"Latah County, ID",0.0,0.0,ID
South,12086,2020-05-16,"Miami-Dade County, FL",78.63756662333333,118.37699542805554,FL
West,30063,2020-05-16,"Missoula County, MT",0.0,0.0,MT
West,6053,2020-05-16,"Monterey County, CA",0.0,0.0,CA
Northeast,42091,2020-05-16,"Montgomery County, PA",9.95903055,176.76219832666666,PA
West,41051,2020-05-16,"Multnomah County, OR",0.0,35.141492706,OR
Northeast,36059,2020-05-16,"Nassau County, NY",43.71475638,34.971805104,NY
Northeast,10003,2020-05-16,"New Castle County, DE",366.5648776053187,309.6507138916488,DE
South,40109,2020-05-16,"Oklahoma County, OK",0.0,0.0,OK
South,12099,2020-05-16,"Palm Beach County, FL",1985.7683572,1533.6988327683332,FL
West,30067,2020-05-16,"Park County, MT",0.0,0.0,MT
Northeast,23019,2020-05-16,"Penobscot County, ME",0.0,0.0,ME
Midwest,17143,2020-05-16,"Peoria County, IL",25.16062359,54.51146878,IL
West,4019,2020-05-16,"Pima County, AZ",3.0338054398073835,3.0338054398073835,AZ
West,6061,2020-05-16,"Placer County, CA",0.0,0.0,CA
Northeast,25023,2020-05-16,"Plymouth County, MA",172.14941982000002,281.4329267016667,MA
West,6079,2020-05-16,"San Luis Obispo County, CA",0.6500522187017118,0.7303491612185885,CA
South,51179,2020-05-16,"Stafford County, VA",769.0622363159405,674.088161701046,VA
Midwest,18151,2020-05-16,"Steuben County, IN",112.883114185,84.49594667500001,IN
Midwest,18157,2020-05-16,"Tippecanoe County, IN",5.93491054,4.747928432,IN
Northeast,44009,2020-05-16,"Washington County, RI",0.0,0.0,RI
West,41071,2020-05-16,"Yamhill County, OR",0.0,5.316619451666666,OR
West,4025,2020-05-16,"Yavapai County, AZ",0.0,1.1470739583333334,AZ
Northeast,23031,2020-05-16,"York County, ME",0.0,0.8469438659999999,ME
West,16001,2020-05-23,"Ada County, ID",34.072022706879274,25.76985481470864,ID
West,8005,2020-05-23,"Arapahoe County, CO",66.03033789,60.85113141583333,CO
South,12009,2020-05-23,"Brevard County, FL",0.0,2.1336991700000003,FL
Northeast,50007,2020-05-23,"Chittenden County, VT",0.0,0.0,VT
Northeast,42043,2020-05-23,"Dauphin County, PA",151.18624867999998,217.719490595,PA
West,41017,2020-05-23,"Deschutes County, OR",6.721822820000002,4.681073740000001,OR
West,32007,2020-05-23,"Elko County, NV",0.0,0.0,NV
Northeast,42049,2020-05-23,"Erie County, PA",29.26006644,34.893761704,PA
Northeast,34013,2020-05-23,"Essex County, NJ",50.012395265,43.41787959249999,NJ
Northeast,42055,2020-05-23,"Franklin County, PA",295.37166575,374.16395214333335,PA
South,47065,2020-05-23,"Hamilton County, TN",238.96722307,267.47955176,TN
Northeast,25015,2020-05-23,"Hampshire County, MA",28.29924955,35.20494398833333,MA
Northeast,9003,2020-05-23,"Hartford County, CT",194.27418823,194.27418823,CT
West,15003,2020-05-23,"Honolulu County, HI",0.0,0.0,HI
Northeast,42063,2020-05-23,"Indiana County, PA",2.73902206,1.8260147066666663,PA
Northeast,23013,2020-05-23,"Knox County, ME",4.59613567,3.0640904466666665,ME
West,6033,2020-05-23,"Lake County, CA",0.0,24.154628775000003,CA
Midwest,18089,2020-05-23,"Lake County, IN",140.7778112994492,113.53179100091856,IN
West,16057,2020-05-23,"Latah County, ID",0.0,1.996736733333334,ID
West,6037,2020-05-23,"Los Angeles County, CA",0.0,0.80602497,CA
South,12086,2020-05-23,"Miami-Dade County, FL",39.543720721666666,47.00742851416666,FL
Northeast,9007,2020-05-23,"Middlesex County, CT",10.533022550000002,10.533022550000002,CT
West,30063,2020-05-23,"Missoula County, MT",0.0,0.0,MT
West,6053,2020-05-23,"Monterey County, CA",0.0,0.0,CA
Northeast,42091,2020-05-23,"Montgomery County, PA",21.16421659,18.923179382,PA
Northeast,25019,2020-05-23,"Nantucket County, MA",0.0,0.0,MA
Northeast,36059,2020-05-23,"Nassau County, NY",0.0,7.28579273,NY
Northeast,10003,2020-05-23,"New Castle County, DE",154.08127517035905,175.8092323452963,DE
South,40109,2020-05-23,"Oklahoma County, OK",0.0,0.7919900699999999,OK
South,12099,2020-05-23,"Palm Beach County, FL",21.09509729,396.155793895,FL
West,30067,2020-05-23,"Park County, MT",0.0,0.0,MT
Northeast,23019,2020-05-23,"Penobscot County, ME",0.0,0.0,ME
Midwest,17143,2020-05-23,"Peoria County, IL",91.58435475,65.249673765,IL
West,6061,2020-05-23,"Placer County, CA",0.0,3.43916057,CA
Northeast,25023,2020-05-23,"Plymouth County, MA",0.0,42.74184058,MA
Northeast,23023,2020-05-23,"Sagadahoc County, ME",0.0,0.0,ME
West,6079,2020-05-23,"San Luis Obispo County, CA",1.781886092504683,2.2533445224780344,CA
West,6087,2020-05-23,"Santa Cruz County, CA",3.86393101,3.3014983000000004,CA
South,51179,2020-05-23,"Stafford County, VA",160.70259983251444,282.3745271291997,VA
Northeast,25025,2020-05-23,"Suffolk County, MA",120.99698446066668,101.11383785562305,MA
West,56039,2020-05-23,"Teton County, WY",44.33824253000001,29.55882835333334,WY
Northeast,34039,2020-05-23,"Union County, NJ",35.07450601,28.059604808,NJ
Northeast,44009,2020-05-23,"Washington County, RI",0.0,0.0,RI
Northeast,42129,2020-05-23,"Westmoreland County, PA",0.0,0.0,PA
West,41071,2020-05-23,"Yamhill County, OR",31.89971671,25.519773368,OR
West,4025,2020-05-23,"Yavapai County, AZ",6.88244375,4.5882958333333335,AZ
Northeast,23031,2020-05-23,"York County, ME",4.23471933,2.82314622,ME
West,16001,2020-05-30,"Ada County, ID",18.331038060734723,20.981638197507404,ID
West,8005,2020-05-30,"Arapahoe County, CO",73.45422682499999,69.74039524166666,CO
South,12009,2020-05-30,"Brevard County, FL",12.80219502,10.241756016,FL
Northeast,42043,2020-05-30,"Dauphin County, PA",494.81053859,412.8780257783333,PA
West,41017,2020-05-30,"Deschutes County, OR",1.1991511600000002,2.3036854920000005,OR
West,32007,2020-05-30,"Elko County, NV",0.0,17.822448773333335,NV
Northeast,42049,2020-05-30,"Erie County, PA",57.42854276,56.872789165,PA
Northeast,34013,2020-05-30,"Essex County, NJ",16.014125745,27.5775746575,NJ
Northeast,9001,2020-05-30,"Fairfield County, CT",0.0,0.0,CT
Northeast,42055,2020-05-30,"Franklin County, PA",172.63508240000002,173.38558481333337,PA
South,47065,2020-05-30,"Hamilton County, TN",649.00841828,567.000179238,TN
Northeast,25015,2020-05-30,"Hampshire County, MA",12.16942288,14.810285225,MA
South,21097,2020-05-30,"Harrison County, KY",324.05257787,259.242062296,KY
Midwest,27053,2020-05-30,"Hennepin County, MN",171.756739505,205.0598411425,MN
West,15003,2020-05-30,"Honolulu County, HI",0.0,0.0,HI
Northeast,42063,2020-05-30,"Indiana County, PA",0.0,2.5253084683333333,PA
South,21111,2020-05-30,"Jefferson County, KY",183.3725679746111,142.44359291824784,KY
Northeast,23013,2020-05-30,"Knox County, ME",0.0,0.919227134,ME
West,6033,2020-05-30,"Lake County, CA",0.0,0.0,CA
Midwest,18089,2020-05-30,"Lake County, IN",10.419265571515538,38.700278983741725,IN
West,16057,2020-05-30,"Latah County, ID",11.980420400000003,9.584336320000002,ID
South,12086,2020-05-30,"Miami-Dade County, FL",45.232121575,64.51290217277777,FL
West,30063,2020-05-30,"Missoula County, MT",0.0,0.0,MT
Northeast,36059,2020-05-30,"Nassau County, NY",0.0,0.0,NY
Northeast,10003,2020-05-30,"New Castle County, DE",71.96541578502273,105.60367722856115,DE
South,40109,2020-05-30,"Oklahoma County, OK",4.75194042,3.801552336,OK
South,12099,2020-05-30,"Palm Beach County, FL",306.78601701,249.64783306600003,FL
West,30067,2020-05-30,"Park County, MT",0.0,0.0,MT
Northeast,23019,2020-05-30,"Penobscot County, ME",0.0,0.0,ME
Midwest,17143,2020-05-30,"Peoria County, IL",0.0,35.35829815,IL
West,6061,2020-05-30,"Placer County, CA",20.63496342,29.227193896666662,CA
Northeast,25023,2020-05-30,"Plymouth County, MA",84.30162366,72.76783432333333,MA
Northeast,23023,2020-05-30,"Sagadahoc County, ME",0.0,0.0,ME
West,6079,2020-05-30,"San Luis Obispo County, CA",5.7424705461477625,4.410150894515955,CA
West,6087,2020-05-30,"Santa Cruz County, CA",4.35326576,11.133719573333332,CA
Midwest,18151,2020-05-30,"Steuben County, IN",22.79141742,34.84440869083334,IN
Northeast,25025,2020-05-30,"Suffolk County, MA",69.98563551107144,74.52043958011535,MA
West,56039,2020-05-30,"Teton County, WY",0.0,8.547937298333336,WY
Midwest,18157,2020-05-30,"Tippecanoe County, IN",0.0,1.186982108,IN
Northeast,34039,2020-05-30,"Union County, NJ",0.0,6.853731935,NJ
Northeast,42129,2020-05-30,"Westmoreland County, PA",0.0,0.0,PA
West,4025,2020-05-30,"Yavapai County, AZ",0.0,1.387731925,AZ
Northeast,23031,2020-05-30,"York County, ME",0.0,0.705786555,ME
West,16001,2020-06-06,"Ada County, ID",18.49365423522625,37.85410870818685,ID
West,8005,2020-06-06,"Arapahoe County, CO",58.59512626,62.54177914583333,CO
West,32007,2020-06-06,"Elko County, NV",106.93469264,79.23529286833333,NV
Northeast,42049,2020-06-06,"Erie County, PA",82.26249751,69.18729361666668,PA
Northeast,34013,2020-06-06,"Essex County, NJ",51.3965497,44.15246891,NJ
Northeast,42055,2020-06-06,"Franklin County, PA",54.40151353,71.29373234666666,PA
Northeast,42063,2020-06-06,"Indiana County, PA",12.41282875,17.046517836666666,PA
Midwest,18089,2020-06-06,"Lake County, IN",49.746800316939,35.7111056771593,IN
West,6037,2020-06-06,"Los Angeles County, CA",4.03012485,3.22409988,CA
South,12086,2020-06-06,"Miami-Dade County, FL",166.605206015,173.1692128508333,FL
West,6053,2020-06-06,"Monterey County, CA",0.0,0.0,CA
Northeast,36059,2020-06-06,"Nassau County, NY",0.0,0.0,NY
Northeast,10003,2020-06-06,"New Castle County, DE",191.67912506091704,180.86557043746225,DE
West,30067,2020-06-06,"Park County, MT",0.0,0.0,MT
Midwest,17143,2020-06-06,"Peoria County, IL",120.56543415,116.31540299333334,IL
West,6061,2020-06-06,"Placer County, CA",92.8233097,70.41034284333334,CA
Northeast,25023,2020-06-06,"Plymouth County, MA",99.4005113,96.380733772,MA
West,6087,2020-06-06,"Santa Cruz County, CA",45.52532339,37.290911864,CA
West,53057,2020-06-06,"Skagit County, WA",28.28744502,30.739431591999995,WA
Midwest,18151,2020-06-06,"Steuben County, IN",5.01766828,12.092171018333332,IN
Northeast,25025,2020-06-06,"Suffolk County, MA",46.183110975739694,51.19293025548698,MA
West,56039,2020-06-06,"Teton County, WY",6.94938126,4.63292084,WY
Northeast,34039,2020-06-06,"Union County, NJ",6.0478856,7.003780308333333,NJ
West,4025,2020-06-06,"Yavapai County, AZ",1.4439478,1.15515824,AZ
Northeast,23031,2020-06-06,"York County, ME",0.0,0.0,ME
West,16001,2020-06-13,"Ada County, ID",134.81899724748135,127.75447953675354,ID
West,8005,2020-06-13,"Arapahoe County, CO",67.41594300999999,62.44148162999999,CO
Northeast,42043,2020-06-13,"Dauphin County, PA",346.83975163,397.74661757000007,PA
West,32007,2020-06-13,"Elko County, NV",47.67298665,49.60443987333334,NV
Northeast,42049,2020-06-13,"Erie County, PA",28.645228900000003,36.06147221333334,PA
Northeast,34013,2020-06-13,"Essex County, NJ",43.314488915,40.32263248666666,NJ
Northeast,25015,2020-06-13,"Hampshire County, MA",11.88477028,11.9417008,MA
Midwest,27053,2020-06-13,"Hennepin County, MN",287.96265518,257.86872863083335,MN
Northeast,42063,2020-06-13,"Indiana County, PA",52.62779202,39.46840743166667,PA
South,21111,2020-06-13,"Jefferson County, KY",121.17128561104276,129.12959798177542,KY
West,6033,2020-06-13,"Lake County, CA",0.0,0.0,CA
South,12086,2020-06-13,"Miami-Dade County, FL",327.36233147,292.98083894416663,FL
West,6053,2020-06-13,"Monterey County, CA",0.0,26.53012440333333,CA
Northeast,42091,2020-06-13,"Montgomery County, PA",3.04078302,3.109393464,PA
Northeast,25019,2020-06-13,"Nantucket County, MA",21.58796056,17.270368448,MA
Northeast,36059,2020-06-13,"Nassau County, NY",0.0,0.0,NY
Northeast,10003,2020-06-13,"New Castle County, DE",246.51150659608265,200.8554881698651,DE
West,30067,2020-06-13,"Park County, MT",0.0,0.0,MT
Midwest,17143,2020-06-13,"Peoria County, IL",215.63068136,183.5720259933333,IL
West,6061,2020-06-13,"Placer County, CA",30.53385484,107.87568253166668,CA
West,6079,2020-06-13,"San Luis Obispo County, CA",1.7091370899999998,2.5158037812295526,CA
West,53057,2020-06-13,"Skagit County, WA",40.54737788,50.06705758666667,WA
South,51179,2020-06-13,"Stafford County, VA",146.52460613414098,146.52460613414098,VA
Midwest,18151,2020-06-13,"Steuben County, IN",29.69093557,24.12466729166667,IN
Northeast,25025,2020-06-13,"Suffolk County, MA",52.43950211889167,47.32016970529176,MA
West,56039,2020-06-13,"Teton County, WY",0.0,1.389876252,WY
Northeast,34039,2020-06-13,"Union County, NJ",17.83113945,12.895407233333332,NJ
Northeast,44009,2020-06-13,"Washington County, RI",0.0,0.0,RI
West,16001,2020-06-20,"Ada County, ID",208.75723399536955,229.27504993378287,ID
West,8005,2020-06-20,"Arapahoe County, CO",46.389991480000006,45.03986336666667,CO
Northeast,42043,2020-06-20,"Dauphin County, PA",504.31016031,418.0090713466668,PA
West,32007,2020-06-20,"Elko County, NV",0.0,15.881716613333332,NV
Northeast,42049,2020-06-20,"Erie County, PA",19.52542017,19.47886396,PA
Northeast,34013,2020-06-20,"Essex County, NJ",17.28128956,22.487929431,NJ
Northeast,9001,2020-06-20,"Fairfield County, CT",38.17543175,30.5403454,CT
Northeast,42055,2020-06-20,"Franklin County, PA",37.52125756,39.053761098333325,PA
Midwest,27053,2020-06-20,"Hennepin County, MN",223.60501156,206.59311820666667,MN
Northeast,42063,2020-06-20,"Indiana County, PA",13.88644776,26.910739276666664,PA
South,21111,2020-06-20,"Jefferson County, KY",106.71987747187045,98.89283826496133,KY
West,6033,2020-06-20,"Lake County, CA",0.0,0.0,CA
Midwest,18089,2020-06-20,"Lake County, IN",4.8601672236843285,24.38000511027938,IN
South,12086,2020-06-20,"Miami-Dade County, FL",281.83050177,282.6648573105556,FL
West,6053,2020-06-20,"Monterey County, CA",159.18074642000002,111.26683066333334,CA
West,41051,2020-06-20,"Multnomah County, OR",,,OR
Northeast,10003,2020-06-20,"New Castle County, DE",27.407777573943104,69.41383479548075,DE
South,12099,2020-06-20,"Palm Beach County, FL",705.7920317599999,705.7920317599999,FL
West,30067,2020-06-20,"Park County, MT",0.0,0.0,MT
Midwest,17143,2020-06-20,"Peoria County, IL",118.34399637,122.39129372333332,IL
West,6061,2020-06-20,"Placer County, CA",432.29536613,306.9729283616667,CA
West,53057,2020-06-20,"Skagit County, WA",109.92538898,84.98939494,WA
Midwest,18151,2020-06-20,"Steuben County, IN",20.96659319,24.43603110666667,IN
Northeast,25025,2020-06-20,"Suffolk County, MA",27.979898780444223,29.38133861849397,MA
Northeast,34039,2020-06-20,"Union County, NJ",0.0,6.27504831,NJ
West,16001,2020-06-27,"Ada County, ID",405.80236637373815,366.3933398980644,ID
West,8005,2020-06-27,"Arapahoe County, CO",17.263271270000004,22.151919755000005,CO
West,41005,2020-06-27,"Clackamas County, OR",0.0,0.0,OR
Northeast,42043,2020-06-27,"Dauphin County, PA",143.97403521,222.30041776666667,PA
