# All data presented on https://biobot.io/data is for personal and academic use only. Media may share and reference our data with attribution. This data included may not be used for commercial purposes. We ask that all commercial interest reach out to us directly at https://biobot.io/data-access.
census_region,county_fips,date,display_name,eff_conc_sarscov2_weekly,eff_conc_sarscov2_weekly_rolling,state_abbr
Northeast,9001,2022-08-20,"Fairfield County, CT",892.6748407702523,828.5587511325479,CT
South,45041,2022-08-20,"Florence County, SC",1316.98651248,1670.9998587533337,SC
Midwest,20057,2022-08-20,"Ford County, KS",319.476556055,314.87644274166666,KS
Northeast,25011,2022-08-20,"Franklin County, MA",1964.064862065,1473.7383898908336,MA
Northeast,42055,2022-08-20,"Franklin County, PA",817.2198433099999,852.4780040672222,PA
South,51067,2022-08-20,"Franklin County, VA",1465.84493639,1618.3980289116664,VA
Northeast,50011,2022-08-20,"Franklin County, VT",1120.7657727,877.8332932016666,VT
South,51069,2022-08-20,"Frederick County, VA",797.5226015349999,909.7783892333332,VA
West,8045,2022-08-20,"Garfield County, CO",316.39234146,346.9475699858333,CO
Northeast,24023,2022-08-20,"Garrett County, MD",712.16944176,667.6165369400001,MD
South,45043,2022-08-20,"Georgetown County, SC",537.94016801,561.7751862966667,SC
South,45045,2022-08-20,"Greenville County, SC",565.2374938400001,632.1569582191668,SC
South,45047,2022-08-20,"Greenwood County, SC",857.633306693,875.3907082115,SC
Midwest,18057,2022-08-20,"Hamilton County, IN",810.6357066440216,819.5538694466031,IN
South,47065,2022-08-20,"Hamilton County, TN",1071.71230586,1383.7660855816666,TN
Northeast,25013,2022-08-20,"Hampden County, MA",1274.06341721,1071.0993088066666,MA
Northeast,25015,2022-08-20,"Hampshire County, MA",969.2605450562946,889.1807560590996,MA
Northeast,23009,2022-08-20,"Hancock County, ME",0.0,16.115849781666668,ME
South,51085,2022-08-20,"Hanover County, VA",1200.1073344349998,1176.4664101741666,VA
South,21097,2022-08-20,"Harrison County, KY",2049.81530341,1993.1902407066664,KY
Northeast,9003,2022-08-20,"Hartford County, CT",1574.90794078,1476.310409141667,CT
West,15001,2022-08-20,"Hawaii County, HI",1295.7073659935404,1203.8556772774284,HI
Midwest,27053,2022-08-20,"Hennepin County, MN",678.7796179675001,734.0383076625,MN
South,51089,2022-08-20,"Henry County, VA",580.75459911,667.22620985,VA
South,12057,2022-08-20,"Hillsborough County, FL",553.32133764125,621.7314948556251,FL
South,28049,2022-08-20,"Hinds County, MS",386.74379882000005,352.9005273,MS
West,15003,2022-08-20,"Honolulu County, HI",582.6919402154521,575.3525572177684,HI
Midwest,18067,2022-08-20,"Howard County, IN",1166.93479461,1113.9209829483332,IN
Northeast,34017,2022-08-20,"Hudson County, NJ",540.39105434,527.5256029708333,NJ
Midwest,18069,2022-08-20,"Huntington County, IN",1775.572483035,1813.5553767941667,IN
Northeast,42063,2022-08-20,"Indiana County, PA",1515.10121653,1286.8220102083335,PA
South,21111,2022-08-20,"Jefferson County, KY",1490.6397354696242,1250.5752220854945,KY
Midwest,19103,2022-08-20,"Johnson County, IA",920.0521327600002,1224.1056537691668,IA
Midwest,20091,2022-08-20,"Johnson County, KS",962.0350210499316,944.3345553223212,KS
Midwest,17091,2022-08-20,"Kankakee County, IL",330.75534222,325.4138759933333,IL
West,15007,2022-08-20,"Kauai County, HI",1327.8954234416217,1241.9154054263065,HI
South,48257,2022-08-20,"Kaufman County, TX",290.06078658,305.53851007000003,TX
Northeast,23011,2022-08-20,"Kennebec County, ME",1429.9044279650002,1356.4375338283337,ME
Northeast,44003,2022-08-20,"Kent County, RI",1109.4853130944707,1134.6224160673885,RI
South,21117,2022-08-20,"Kenton County, KY",781.3294586663033,837.4766483337997,KY
West,6031,2022-08-20,"Kings County, CA",456.525385145,414.4743684375,CA
Northeast,23013,2022-08-20,"Knox County, ME",1137.47437094,1168.076179120833,ME
Midwest,18085,2022-08-20,"Kosciusko County, IN",613.787697165,549.2638472283334,IN
West,4012,2022-08-20,"La Paz County, AZ",107.175409145,109.718808045,AZ
Northeast,42069,2022-08-20,"Lackawanna County, PA",1061.41334991,1121.1044918816667,PA
South,28071,2022-08-20,"Lafayette County, MS",1343.33998433,1210.2890937983332,MS
Midwest,18089,2022-08-20,"Lake County, IN",753.7604446133314,660.8152745347852,IN
Midwest,31109,2022-08-20,"Lancaster County, NE",597.3535927300001,631.29626576,NE
West,16057,2022-08-20,"Latah County, ID",680.69545525,1022.2222990066666,ID
Midwest,26089,2022-08-20,"Leelanau County, MI",158.747705925,209.7624217916667,MI
Northeast,23015,2022-08-20,"Lincoln County, ME",2570.677995615,2208.6929086475,ME
Midwest,19113,2022-08-20,"Linn County, IA",1743.956605995,1752.1948360233334,IA
South,5085,2022-08-20,"Lonoke County, AR",1131.104497145,1045.808121521,AR
West,35028,2022-08-20,"Los Alamos County, NM",869.0891353081587,804.5732686690397,NM
West,6037,2022-08-20,"Los Angeles County, CA",575.619996785,516.9799365433333,CA
South,51107,2022-08-20,"Loudoun County, VA",880.41948016,1110.0818112099998,VA
Northeast,42079,2022-08-20,"Luzerne County, PA",953.11930112,894.568576485,PA
South,1089,2022-08-20,"Madison County, AL",736.33497803,811.90723355,AL
Midwest,19123,2022-08-20,"Mahaska County, IA",902.3738469871824,983.7529983865172,IA
Midwest,55073,2022-08-20,"Marathon County, WI",862.11128565,878.4520771916667,WI
West,4013,2022-08-20,"Maricopa County, AZ",313.1029056114286,310.62642049988096,AZ
West,53045,2022-08-20,"Mason County, WA",172.54490316548618,281.34933781863543,WA
South,51117,2022-08-20,"Mecklenburg County, VA",931.87951656,1039.8488101208334,VA
South,12086,2022-08-20,"Miami-Dade County, FL",614.7678420133334,632.4563683002779,FL
Northeast,9007,2022-08-20,"Middlesex County, CT",1225.41834901,1039.9673134033335,CT
Northeast,25017,2022-08-20,"Middlesex County, MA",858.0064993398905,863.3592823752452,MA
Northeast,34023,2022-08-20,"Middlesex County, NJ",475.94013654,521.6627658125,NJ
Midwest,46099,2022-08-20,"Minnehaha County, SD",880.73854891,873.0876612316666,SD
South,5093,2022-08-20,"Mississippi County, AR",896.173707635,1167.8871689991668,AR
West,30063,2022-08-20,"Missoula County, MT",903.65401266,961.1235460841668,MT
West,4015,2022-08-20,"Mohave County, AZ",371.72859136,424.9240376358334,AZ
Midwest,18105,2022-08-20,"Monroe County, IN",984.0546774933098,1100.3048751262324,IN
West,6053,2022-08-20,"Monterey County, CA",284.2216177554717,257.7900054280608,CA
Northeast,42091,2022-08-20,"Montgomery County, PA",430.1131538615217,432.2862363924275,PA
West,41051,2022-08-20,"Multnomah County, OR",866.6838970066666,815.9281171219444,OR
Northeast,10003,2022-08-20,"New Castle County, DE",798.35423084,737.0057520266668,DE
Northeast,9009,2022-08-20,"New Haven County, CT",633.3312648252352,691.9552614986078,CT
Northeast,9011,2022-08-20,"New London County, CT",923.8002610112902,935.3575060525536,CT
South,54069,2022-08-20,"Ohio County, WV",505.9937717,818.9997712866666,WV
South,40109,2022-08-20,"Oklahoma County, OK",511.04311805,584.1973985916667,OK
South,12095,2022-08-20,"Orange County, FL",1136.2506352131734,1039.61830325131,FL
Northeast,23017,2022-08-20,"Oxford County, ME",185.59244663,443.3283819791666,ME
South,12099,2022-08-20,"Palm Beach County, FL",800.5385541950002,832.2082856133335,FL
Northeast,34031,2022-08-20,"Passaic County, NJ",566.991872345,613.0436648641667,NJ
Midwest,46103,2022-08-20,"Pennington County, SD",2282.744383255,2081.277590745833,SD
Northeast,23019,2022-08-20,"Penobscot County, ME",882.234987787017,852.6004098375352,ME
Midwest,17143,2022-08-20,"Peoria County, IL",1282.97765662,1123.5909244566667,IL
South,51730,2022-08-20,"Petersburg city, VA",3135.24010407,2690.8375271883338,VA
South,45077,2022-08-20,"Pickens County, SC",1613.6250070758826,1563.752294258922,SC
West,4019,2022-08-20,"Pima County, AZ",380.36767217,414.43717319624994,AZ
South,12103,2022-08-20,"Pinellas County, FL",754.6665991369349,732.0864834909339,FL
Northeast,23021,2022-08-20,"Piscataquis County, ME",4557.20416602,3490.2499913816664,ME
Northeast,25023,2022-08-20,"Plymouth County, MA",1208.6514668771936,1234.756883571658,MA
Midwest,19153,2022-08-20,"Polk County, IA",493.58926604499993,486.6800913408333,IA
Northeast,44007,2022-08-20,"Providence County, RI",872.0414932063512,880.2810583730405,RI
South,5119,2022-08-20,"Pulaski County, AR",399.07432766500006,478.9925313350001,AR
South,51155,2022-08-20,"Pulaski County, VA",1413.19103516,1454.26795356,VA
South,22079,2022-08-20,"Rapides Parish, LA",636.9543120349999,729.3642001449999,LA
South,13245,2022-08-20,"Richmond County, GA",779.9879290200001,788.8539977975001,GA
Midwest,18137,2022-08-20,"Ripley County, IN",860.0655320200001,788.2477981000002,IN
West,6065,2022-08-20,"Riverside County, CA",192.52557918,185.73613251416668,CA
West,6067,2022-08-20,"Sacramento County, CA",411.9720209,417.57212061,CA
Northeast,23023,2022-08-20,"Sagadahoc County, ME",838.68125138,796.0370704258335,ME
West,49035,2022-08-20,"Salt Lake County, UT",289.33898092,607.0739592616667,UT
West,6073,2022-08-20,"San Diego County, CA",460.9973800799999,461.022655525,CA
West,6079,2022-08-20,"San Luis Obispo County, CA",719.9737558050001,627.395619755,CA
West,6087,2022-08-20,"Santa Cruz County, CA",350.44706085461536,393.0181926381868,CA
West,35049,2022-08-20,"Santa Fe County, NM",1132.54857444,915.5803239183334,NM
Midwest,31155,2022-08-20,"Saunders County, NE",615.750482095,548.0565267316666,NE
Midwest,20173,2022-08-20,"Sedgwick County, KS",340.43393897000004,362.7809557016667,KS
South,12117,2022-08-20,"Seminole County, FL",1157.396924765,1159.46859063,FL
Midwest,20177,2022-08-20,"Shawnee County, KS",764.6139157167856,684.687755405119,KS
South,1117,2022-08-20,"Shelby County, AL",567.47741851,524.31471603,AL
South,47157,2022-08-20,"Shelby County, TN",908.0558617175,890.4909803662499,TN
West,56033,2022-08-20,"Sheridan County, WY",1070.548988695,1276.1474817158337,WY
West,53057,2022-08-20,"Skagit County, WA",347.22629394,358.93570742666674,WA
West,53061,2022-08-20,"Snohomish County, WA",768.7683200735748,805.9250047709576,WA
West,6097,2022-08-20,"Sonoma County, CA",367.6013085566667,367.02524799194447,CA
US Territories,78010,2022-08-20,"St. Croix Island, VI",2006.8625313213045,1836.9146599689127,VI
US Territories,78020,2022-08-20,"St. John Island, VI",1185.6576893,876.0616291466666,VI
Midwest,18141,2022-08-20,"St. Joseph County, IN",527.93606894,535.6258767508333,IN
US Territories,78030,2022-08-20,"St. Thomas Island, VI",3859.997194868182,3329.2941588477274,VI
South,51179,2022-08-20,"Stafford County, VA",1185.058242656742,1180.8985680924854,VA
South,37167,2022-08-20,"Stanly County, NC",876.427259885,991.5248591691668,NC
Northeast,25025,2022-08-20,"Suffolk County, MA",506.20333134789786,502.2347693462309,MA
Northeast,33019,2022-08-20,"Sullivan County, NH",1086.3407134949998,978.7737210466664,NH
South,47163,2022-08-20,"Sullivan County, TN",1870.7601894316967,1736.3951311992005,TN
Midwest,39153,2022-08-20,"Summit County, OH",848.57450745,826.7593505983333,OH
South,47165,2022-08-20,"Sumner County, TN",783.8776813849998,796.0849119908331,TN
West,56037,2022-08-20,"Sweetwater County, WY",749.1053855033334,1016.2169001800002,WY
West,56039,2022-08-20,"Teton County, WY",374.513209485,461.50015211,WY
Midwest,18157,2022-08-20,"Tippecanoe County, IN",771.6160141066666,2716.7881147033336,IN
South,48453,2022-08-20,"Travis County, TX",450.0847448525,423.9318056854167,TX
Northeast,34039,2022-08-20,"Union County, NJ",605.9217122809091,602.4013793539393,NJ
South,37181,2022-08-20,"Vance County, NC",622.09796037,671.9990690941667,NC
West,6111,2022-08-20,"Ventura County, CA",239.88997581,250.17839187750005,CA
Midwest,18167,2022-08-20,"Vigo County, IN",748.229183985,752.6661758975,IN
Northeast,23027,2022-08-20,"Waldo County, ME",686.64154095,671.8522870975,ME
Northeast,24043,2022-08-20,"Washington County, MD",885.194568405,892.3593103566667,MD
Northeast,23029,2022-08-20,"Washington County, ME",851.6374281829311,709.6787176933782,ME
Northeast,44009,2022-08-20,"Washington County, RI",803.7514068900001,624.6447434416667,RI
South,11001,2022-08-20,"Washington, DC",579.65399258,600.0209356041667,DC
West,32031,2022-08-20,"Washoe County, NV",251.088516275,309.7579433108333,NV
Midwest,18177,2022-08-20,"Wayne County, IN",1190.29986917,1097.8615442466664,IN
South,48479,2022-08-20,"Webb County, TX",213.1679513439856,250.9833040483412,TX
Northeast,42129,2022-08-20,"Westmoreland County, PA",660.9816338700001,649.134418348889,PA
Midwest,17201,2022-08-20,"Winnebago County, IL",705.2574334850001,734.0076031508333,IL
South,51195,2022-08-20,"Wise County, VA",1722.3327525599998,1576.1159074899997,VA
Midwest,19193,2022-08-20,"Woodbury County, IA",678.1785249950001,814.4674920583334,IA
Northeast,25027,2022-08-20,"Worcester County, MA",1407.795898870369,1322.153974887507,MA
West,41071,2022-08-20,"Yamhill County, OR",661.76350495,680.0970821483334,OR
West,4025,2022-08-20,"Yavapai County, AZ",518.6172640699999,528.1539066516666,AZ
Northeast,23031,2022-08-20,"York County, ME",1261.82393864625,1303.827668251875,ME
West,16001,2022-08-27,"Ada County, ID",610.0217138606863,683.1238057307951,ID
West,6001,2022-08-27,"Alameda County, CA",279.67688178000003,325.1015355375,CA
South,51510,2022-08-27,"Alexandria City, VA",830.70697232,979.9855444833336,VA
South,51005,2022-08-27,"Alleghany County, VA",946.55655992,1145.60452066,VA
Midwest,18003,2022-08-27,"Allen County, IN",904.09462853,1025.6497069991665,IN
Midwest,20001,2022-08-27,"Allen County, KS",755.251707025,851.3553104227777,KS
South,45007,2022-08-27,"Anderson County, SC",1334.43220481,1358.0808107316668,SC
Northeast,23001,2022-08-27,"Androscoggin County, ME",1364.99070955,1413.1727808900002,ME
Northeast,24003,2022-08-27,"Anne Arundel County, MD",656.4699045707489,759.5484944506828,MD
West,8005,2022-08-27,"Arapahoe County, CO",928.52596714,805.9500451866667,CO
South,51013,2022-08-27,"Arlington County, VA",581.94181271,618.1185898066666,VA
Northeast,23003,2022-08-27,"Aroostook County, ME",1716.8938364040243,1517.9549312075508,ME
South,40009,2022-08-27,"Beckham County, OK",913.24392953,772.7810310508333,OK
Northeast,50003,2022-08-27,"Bennington County, VT",452.463278505,660.5831413908332,VT
South,5007,2022-08-27,"Benton County, AR",496.63150996,646.3834636933333,AR
Midwest,18007,2022-08-27,"Benton County, IN",189.99548291,163.19322643599995,IN
West,53005,2022-08-27,"Benton County, WA",338.69137975,412.188959465,WA
Northeast,25003,2022-08-27,"Berkshire County, MA",967.55939577,947.3748504804166,MA
West,35001,2022-08-27,"Bernalillo County, NM",350.323384135,354.954252015,NM
South,47011,2022-08-27,"Bradley County, TN",1209.596055285,1193.9026951550002,TN
Northeast,25005,2022-08-27,"Bristol County, MA",443.2661842276288,473.8892496779982,MA
Northeast,44001,2022-08-27,"Bristol County, RI",866.152942781511,807.9059789218744,RI
Northeast,42017,2022-08-27,"Bucks County, PA",623.6681355200001,616.8508095833334,PA
Northeast,42019,2022-08-27,"Butler County, PA",976.347802955,858.96426113,PA
Midwest,29031,2022-08-27,"Cape Girardeau County, MO",1048.60962741,1033.6303403466666,MO
Northeast,33003,2022-08-27,"Carroll County, NH",1412.7634787599998,2017.3683874016667,NH
South,40019,2022-08-27,"Carter County, OK",455.16405305,463.23916810250006,OK
Northeast,24017,2022-08-27,"Charles County, MD",472.34832089,527.3419985591667,MD
Northeast,42029,2022-08-27,"Chester County, PA",893.4305608100001,942.03636503,PA
Northeast,50007,2022-08-27,"Chittenden County, VT",625.7368751170492,657.4795526792623,VT
West,41005,2022-08-27,"Clackamas County, OR",790.08614001,909.8035284808334,OR
West,32003,2022-08-27,"Clark County, NV",373.0388262025001,348.88169226375004,NV
West,53011,2022-08-27,"Clark County, WA",1083.01032961873,958.3660572127752,WA
South,1033,2022-08-27,"Colbert County, AL",1004.9900440099998,997.9820912216665,AL
South,40031,2022-08-27,"Comanche County, OK",764.78590387,701.8158838583335,OK
West,6013,2022-08-27,"Contra Costa County, CA",408.13749644592656,415.2850486229293,CA
Midwest,17031,2022-08-27,"Cook County, IL",367.098359436338,432.54330081070816,IL
Northeast,23005,2022-08-27,"Cumberland County, ME",857.9694326410222,802.4185738724592,ME
South,37051,2022-08-27,"Cumberland County, NC",727.7331631200001,677.8633454566667,NC
West,30017,2022-08-27,"Custer County, MT",305.28714211,364.07440331416666,MT
Midwest,27037,2022-08-27,"Dakota County, MN",795.128664221875,749.0432403906251,MN
South,48113,2022-08-27,"Dallas County, TX",322.68237344333335,330.4735265261112,TX
Midwest,55025,2022-08-27,"Dane County, WI",1240.477089955,1031.9899500675,WI
Northeast,42043,2022-08-27,"Dauphin County, PA",775.4705523533333,787.9731331733333,PA
South,47037,2022-08-27,"Davidson County, TN",515.7137041075001,543.6988701708334,TN
West,49011,2022-08-27,"Davis County, UT",358.11761067000003,480.9194777020001,UT
South,13089,2022-08-27,"DeKalb County, GA",1022.01898017,932.7512996933334,GA
Midwest,18035,2022-08-27,"Delaware County, IN",780.81404901,993.1576770041668,IN
West,41017,2022-08-27,"Deschutes County, OR",1437.1950437,1271.308816115,OR
Midwest,18037,2022-08-27,"Dubois County, IN",974.8092079,927.317573635,IN
South,37061,2022-08-27,"Duplin County, NC",1343.3116879099998,1137.2798183158332,NC
South,22033,2022-08-27,"East Baton Rouge Parish, LA",1193.8015443272293,1053.7734057814214,LA
West,6017,2022-08-27,"El Dorado County, CA",429.6818159549999,461.5679898191666,CA
South,48141,2022-08-27,"El Paso County, TX",186.86402997418543,198.4695469468088,TX
Northeast,42049,2022-08-27,"Erie County, PA",845.88341399,894.9066242044445,PA
Northeast,25009,2022-08-27,"Essex County, MA",880.6559997757151,993.0669142236662,MA
Northeast,34013,2022-08-27,"Essex County, NJ",429.76965507,462.5049993041667,NJ
Northeast,9001,2022-08-27,"Fairfield County, CT",668.95957163968,682.14699523611,CT
South,45041,2022-08-27,"Florence County, SC",1119.116362765,1120.8371925566669,SC
Midwest,20057,2022-08-27,"Ford County, KS",304.038297635,323.86176048,KS
Northeast,25011,2022-08-27,"Franklin County, MA",493.895704445,763.4970779508334,MA
Northeast,42055,2022-08-27,"Franklin County, PA",977.2281957966668,878.2160216683333,PA
South,51067,2022-08-27,"Franklin County, VA",2268.86489966,1903.4075476966664,VA
Northeast,50011,2022-08-27,"Franklin County, VT",158.03748247500002,355.4812487608333,VT
South,51069,2022-08-27,"Frederick County, VA",1343.3481634000002,1177.482239525,VA
West,8045,2022-08-27,"Garfield County, CO",140.153446105,207.7259729525,CO
Northeast,24023,2022-08-27,"Garrett County, MD",708.6393215800001,644.5853440183334,MD
South,45043,2022-08-27,"Georgetown County, SC",538.539874135,583.9036161991667,SC
Midwest,38035,2022-08-27,"Grand Forks County, ND",748.9557066250001,740.522579465,ND
South,45045,2022-08-27,"Greenville County, SC",675.67784766,653.589776896,SC
South,45047,2022-08-27,"Greenwood County, SC",756.9277532950001,768.5212303325001,SC
Midwest,18057,2022-08-27,"Hamilton County, IN",930.0346042879892,835.9230891935144,IN
South,47065,2022-08-27,"Hamilton County, TN",2323.78541785,2038.6522007416663,TN
Northeast,25013,2022-08-27,"Hampden County, MA",447.34063826,588.3397698983334,MA
Northeast,25015,2022-08-27,"Hampshire County, MA",654.1016344419196,712.2287129927678,MA
Northeast,23009,2022-08-27,"Hancock County, ME",92.249846885,67.324670815,ME
South,51085,2022-08-27,"Hanover County, VA",1042.54950661,1164.4597858333334,VA
South,21097,2022-08-27,"Harrison County, KY",2295.73354689,2232.066845781667,KY
Northeast,9003,2022-08-27,"Hartford County, CT",1166.46640701,1168.6898563883333,CT
West,15001,2022-08-27,"Hawaii County, HI",925.577387417226,923.488326347858,HI
Midwest,27053,2022-08-27,"Hennepin County, MN",783.2597154074999,720.0027695779166,MN
South,51089,2022-08-27,"Henry County, VA",642.0709306050001,751.4022036875,VA
South,12057,2022-08-27,"Hillsborough County, FL",719.3129742012501,669.6260014794792,FL
South,28049,2022-08-27,"Hinds County, MS",184.27568188,224.769305268,MS
West,15003,2022-08-27,"Honolulu County, HI",504.0167199509263,509.4860223614364,HI
Midwest,18067,2022-08-27,"Howard County, IN",891.2505350900001,857.4618900408333,IN
Northeast,34017,2022-08-27,"Hudson County, NJ",446.93593929,431.7116437,NJ
Midwest,18069,2022-08-27,"Huntington County, IN",2252.568628735,1895.6538901225,IN
Northeast,42063,2022-08-27,"Indiana County, PA",1218.82207622,1321.8711728216665,PA
South,21111,2022-08-27,"Jefferson County, KY",629.2993973327656,839.3863354807507,KY
Midwest,19103,2022-08-27,"Johnson County, IA",1160.45730976,1043.1168514241667,IA
Midwest,20091,2022-08-27,"Johnson County, KS",836.6657138613779,870.3291868721562,KS
Midwest,17091,2022-08-27,"Kankakee County, IL",323.276864965,374.3236104916666,IL
West,15007,2022-08-27,"Kauai County, HI",865.9798449713513,1004.7455601945196,HI
South,48257,2022-08-27,"Kaufman County, TX",340.6168588,327.4426596416667,TX
Northeast,23011,2022-08-27,"Kennebec County, ME",1556.06221404,1472.120332959167,ME
Northeast,44003,2022-08-27,"Kent County, RI",1213.663226790816,1222.5568416353285,RI
South,21117,2022-08-27,"Kenton County, KY",591.0343062949574,685.255690120301,KY
West,6031,2022-08-27,"Kings County, CA",280.50370896,290.4536147175,CA
Northeast,23013,2022-08-27,"Knox County, ME",630.37176495,690.2685137666667,ME
Midwest,18085,2022-08-27,"Kosciusko County, IN",322.10353315,388.9019791675,IN
West,4012,2022-08-27,"La Paz County, AZ",159.2594887,130.75977946,AZ
Northeast,42069,2022-08-27,"Lackawanna County, PA",1270.26462397,1206.0969385483334,PA
South,28071,2022-08-27,"Lafayette County, MS",980.68636915,1079.3014772158333,MS
Midwest,18089,2022-08-27,"Lake County, IN",410.954354895,460.06076164605264,IN
Midwest,31109,2022-08-27,"Lancaster County, NE",644.09919335,711.2086164849999,NE
West,16057,2022-08-27,"Latah County, ID",1971.34447913,1671.507266675,ID
South,1081,2022-08-27,"Lee County, AL",575.2086898050001,556.1544079050001,AL
Midwest,26089,2022-08-27,"Leelanau County, MI",439.7813463700001,359.5673652958333,MI
Northeast,23015,2022-08-27,"Lincoln County, ME",1015.685634535,1947.6221039183336,ME
Midwest,19113,2022-08-27,"Linn County, IA",1716.2487359650004,1908.5008103091668,IA
South,5085,2022-08-27,"Lonoke County, AR",704.622619025,844.3437703475,AR
West,35028,2022-08-27,"Los Alamos County, NM",558.193940734886,576.6411323868444,NM
West,6037,2022-08-27,"Los Angeles County, CA",406.9197189316667,459.2345909305555,CA
South,51107,2022-08-27,"Loudoun County, VA",2118.17563741,1671.9141194816668,VA
Northeast,42079,2022-08-27,"Luzerne County, PA",714.80355596,851.1839603883333,PA
South,1089,2022-08-27,"Madison County, AL",660.92612535,738.2158307999999,AL
Midwest,19123,2022-08-27,"Mahaska County, IA",1098.025957934717,1099.1427214430453,IA
Midwest,55073,2022-08-27,"Marathon County, WI",669.80271436,673.6436342483333,WI
West,4013,2022-08-27,"Maricopa County, AZ",260.97684020571427,273.15437705904765,AZ
West,53045,2022-08-27,"Mason County, WA",398.085521424868,369.34261073480894,WA
South,51117,2022-08-27,"Mecklenburg County, VA",1496.056935285,1309.6870348016666,VA
South,12086,2022-08-27,"Miami-Dade County, FL",556.94997058,582.1843126077778,FL
Northeast,9007,2022-08-27,"Middlesex County, CT",742.8285763,799.9203052883335,CT
Northeast,25017,2022-08-27,"Middlesex County, MA",1023.1892260816348,1005.824719534981,MA
Northeast,34023,2022-08-27,"Middlesex County, NJ",597.135553145,543.4684474241667,NJ
Midwest,46099,2022-08-27,"Minnehaha County, SD",905.3428843299998,956.7650954466666,SD
South,5093,2022-08-27,"Mississippi County, AR",2940.219284465,2149.759948698333,AR
West,30063,2022-08-27,"Missoula County, MT",1007.262352395,958.3140257533332,MT
West,4015,2022-08-27,"Mohave County, AZ",361.080943065,392.817889975,AZ
Midwest,18105,2022-08-27,"Monroe County, IN",1581.7088092542251,1441.6842400475,IN
West,6053,2022-08-27,"Monterey County, CA",178.68127570704402,217.593895299696,CA
Northeast,42091,2022-08-27,"Montgomery County, PA",436.9560709778261,416.4574460705073,PA
West,41051,2022-08-27,"Multnomah County, OR",714.9071052649999,822.2478963527777,OR
Northeast,25019,2022-08-27,"Nantucket County, MA",818.6363306,772.2496254939999,MA
Northeast,10003,2022-08-27,"New Castle County, DE",509.5247959200001,525.9862639666668,DE
Northeast,9009,2022-08-27,"New Haven County, CT",905.3622068775292,841.2064203051863,CT
Northeast,9011,2022-08-27,"New London County, CT",903.0094148761292,972.8218728609676,CT
South,54069,2022-08-27,"Ohio County, WV",1772.10726857,1297.91967843,WV
South,40109,2022-08-27,"Oklahoma County, OK",526.10040227,690.6424663766667,OK
South,12095,2022-08-27,"Orange County, FL",775.1005658260652,865.1875861229532,FL
Northeast,23017,2022-08-27,"Oxford County, ME",197.206519505,323.58739396916667,ME
South,12099,2022-08-27,"Palm Beach County, FL",699.174691155,711.4359676716667,FL
Northeast,34031,2022-08-27,"Passaic County, NJ",771.5992333199999,722.1634124883334,NJ
Midwest,46103,2022-08-27,"Pennington County, SD",1765.6900370549995,1861.652016585833,SD
Northeast,23019,2022-08-27,"Penobscot County, ME",817.4802839794116,894.4808311834313,ME
Midwest,17143,2022-08-27,"Peoria County, IL",898.42752237,981.36797827,IL
South,51730,2022-08-27,"Petersburg city, VA",1990.70299909,2101.4083554666668,VA
South,45077,2022-08-27,"Pickens County, SC",2003.2296298164708,2853.904214451373,SC
West,4019,2022-08-27,"Pima County, AZ",444.8903477975,417.37762364375,AZ
South,12103,2022-08-27,"Pinellas County, FL",555.3490807624304,593.8446659384572,FL
Northeast,23021,2022-08-27,"Piscataquis County, ME",669.8548958399999,1508.714912895833,ME
Northeast,25023,2022-08-27,"Plymouth County, MA",1295.230128045347,1279.8458766831616,MA
Midwest,19153,2022-08-27,"Polk County, IA",394.1524797,505.58341959,IA
Northeast,44007,2022-08-27,"Providence County, RI",851.6167082255405,881.1932041605405,RI
South,5119,2022-08-27,"Pulaski County, AR",798.6653460150001,814.9746599108333,AR
South,51155,2022-08-27,"Pulaski County, VA",1578.49082329,1859.339281205,VA
South,22079,2022-08-27,"Rapides Parish, LA",1054.84880052,899.2283601099999,LA
South,13245,2022-08-27,"Richmond County, GA",685.7495983050001,723.6877505233334,GA
Midwest,18137,2022-08-27,"Ripley County, IN",345.68369579,445.56050230500006,IN
West,6065,2022-08-27,"Riverside County, CA",123.7116539,148.39923438833333,CA
West,6067,2022-08-27,"Sacramento County, CA",423.48072393,417.83290481500006,CA
Northeast,23023,2022-08-27,"Sagadahoc County, ME",461.829320615,506.64425448750006,ME
South,5125,2022-08-27,"Saline County, AR",790.007687115,977.563850303,AR
West,49035,2022-08-27,"Salt Lake County, UT",528.56626081,463.076305395,UT
West,6073,2022-08-27,"San Diego County, CA",481.4932446099999,477.7792452066666,CA
West,6079,2022-08-27,"San Luis Obispo County, CA",322.688613465,523.2872807550001,CA
West,6087,2022-08-27,"Santa Cruz County, CA",466.59021797752746,435.86903630366913,CA
West,35049,2022-08-27,"Santa Fe County, NM",339.20792331,521.0437337416666,NM
Midwest,31155,2022-08-27,"Saunders County, NE",462.922051695,684.9287752366666,NE
Midwest,20173,2022-08-27,"Sedgwick County, KS",408.2517141,452.3700959566666,KS
South,12117,2022-08-27,"Seminole County, FL",1282.88835521,1185.7285663250002,FL
Midwest,20177,2022-08-27,"Shawnee County, KS",539.1728728789285,590.2514388742261,KS
South,1117,2022-08-27,"Shelby County, AL",343.651853685,419.28482684333335,AL
South,47157,2022-08-27,"Shelby County, TN",975.6948804175,937.0065646895832,TN
West,56033,2022-08-27,"Sheridan County, WY",1849.40442073,1528.999240439167,WY
